disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
1760,166,1642832.66,1291904.6,350928.06,,,,,2023-11-06T00:00:00.000Z,196919,65eadead0ccdf7843d1ef2701b6fd9aaba2e5715,2023-11-06T07:03:37.858Z,92ddca53-e4ba-4f12-a8f1-b8b72bb2857c
1762,134,419744.26,172931.52,246812.74,,,,,2023-11-06T00:00:00.000Z,182642,ccea75f73324cb2611397ba5783beb57daffb1d2,2023-11-06T07:03:37.858Z,e234dfab-619a-46a3-8d2d-f52169e82abf
5465,,,,,,,,,,0,ac844033f4e6b048c1ee7ed49ba01edd868327cb,2023-05-12T11:21:33.182Z,0be89921-da59-4621-b207-59db9ede4e5b
4741,,,,,,,,,,0,6ae09408d482d38c87e66d7bd2ba43589d89cb63,2023-09-21T23:02:39.668Z,857dc801-0346-48d7-84b3-8592b299edc8
5486,,,,,,,,,,0,3d9077ea7266ae3a94e781af7f861dce481417a1,2023-09-02T03:49:22.014Z,03b36e92-6272-474f-9aff-cc242e79108e
3595,,,,,,,,,,,7fb9b9431e103b8fd5d854a85e5890e67eeaa088,2023-07-11T23:02:38.706Z,46d14ecb-9523-4d27-9852-dbca6a61e168
3598,,,,,,,,,,,3f67a437d205d7a68e6644830161a07a454af5b1,2023-09-15T23:02:44.023Z,592a561c-ba07-4811-846d-17edb57428aa
5392,,,,,,,,,,598133.95,78e075c8d5eed5f2d5cedb7fab1187e348d38bbc,2023-10-11T22:02:28.726Z,43cfd77d-3327-41f5-a3e0-ef89c6da7fb2
1832,977,2961606.39,2685781.9,275824.49,,,,,2023-11-06T00:00:00.000Z,208629,415fbb8c6e212ec277d0691f706ddaba7742ed29,2023-11-06T07:03:37.858Z,459a6cad-1458-42bd-814d-8081507b53a8
5479,,,,,,,,,,0,e6882d4dfcfc1c0060c7f2f764d59a7ab89bf94c,2023-08-21T23:03:32.831Z,720c7149-311e-4591-84a4-2c4bda853da7
5482,,,,,,,,,,0,14d0532ef78ae135ff3e14efd54842e1ec733ef9,2023-08-24T23:03:26.455Z,57226a88-b11a-47e7-a956-7590e182461b
1846,115,2055904.84,1798705.32,257199.52,,,,,2023-11-06T00:00:00.000Z,198355,0ce88ca8092fb5e003e03c55704c6fc47d292e72,2023-11-06T07:03:37.858Z,af25def4-c301-4745-8808-ea49239dcc0f
5480,,,,,,,,,,0,4d0b02d66fee3e4b6708c70d284aadbeb2f50cbe,2023-08-21T23:03:32.831Z,a5838cbf-7d66-42d9-b848-d58cb712ffc1
5481,,,,,,,,,,0,ccd90f6f3c83d696c79c595a9ce5ce15d1c812d3,2023-08-21T23:03:32.831Z,84af6bd8-dc2e-4e56-a3a0-11b287a74559
5483,,,,,,,,,,0,6a04e492d0a73e192af4614db17fcdef1c6e1f59,2023-08-24T23:03:26.455Z,db1badb1-738d-4fac-8fd4-b87c37ac6675
4746,,,,,,,,,,0,1b77c764f4a6539892571b7bc682376d358f60dc,2023-10-19T23:02:49.608Z,ecfbffee-943e-450f-9b7a-e4f3b502949e
2001,,,,,,,,,,,743bd37c7aa65ad27b442ac976c52ff3c50592fc,2023-03-18T13:22:12.883Z,dd572841-142f-404a-aa5f-cdc06e8d0617
2002,,,,,,,,,,,dabb8c0547787f134301383835b8d20f60803c14,2023-03-18T13:22:12.883Z,6d2eb3f6-ad2f-4ee9-a6f2-93e2d6f3f25e
2003,,,,,,,,,,,192203993395bff3a623669a22b975a4615e2e21,2023-03-18T13:22:12.883Z,d2854cc1-68c1-4cf6-abbe-798253c701fb
2004,,,,,,,,,,,919314ce0e7fdd97e9431fca09de83b53153d3c8,2023-03-18T13:22:12.883Z,3010bd16-8532-4e07-9d61-3ba76fb97a2e
2005,,,,,,,,,,,464b07fe1a97d72c2647a4706d4da3ead25466c2,2023-03-18T13:22:12.883Z,e1da503d-5b28-4c19-8f26-99f92570031a
2006,,,,,,,,,,,1adeb2ba9472315753093b5fe8623c77a0899143,2023-03-18T13:22:12.883Z,98e6f08c-f120-4551-92db-fd7a40d9e34f
2007,,,,,,,,,,,cdff557c3a1134eb36118bfffad0bd765de319f6,2023-03-18T13:22:12.883Z,abd4f259-7941-402f-a943-2fcfd0b9acf4
2008,,,,,,,,,,,2702a553dc89a9c632b67b9e0e10a215d9dd2fb8,2023-03-18T13:22:12.883Z,0685784e-a120-4bcf-b833-21e22b583857
2009,,,,,,,,,,,e7e77c23e17c51a926b013d961a1cd4cd08cf71f,2023-03-18T13:22:12.883Z,8bd57fa1-c5f9-4899-9650-00390d70504e
2010,,,,,,,,,,,28c1d50903580fe3aa30a9507a31cc1922164cea,2023-03-18T13:22:12.883Z,c1518a26-94f8-43a0-ae23-3d3daf8eaefa
2011,,,,,,,,,,,988d0e09773123fc5a7d5636af39f30d029adea8,2023-03-18T13:22:12.883Z,2aa005ba-5084-410b-b48a-f3353d249eb5
2012,,,,,,,,,,,6d767b939c5fcf0511e4206f2878dd4621d7c76c,2023-03-18T13:22:12.883Z,141873b3-0335-4e47-92df-8b430b99d5ea
2013,,,,,,,,,,,4945ee4176d96754ce5778b0c0fb09cf7b6d4066,2023-03-18T13:22:12.883Z,4abb8d2b-5247-405c-a997-d59b0f9f4d6e
2014,,,,,,,,,,,bed7631ac282a7d2ec5fda7c8af8f7894b441296,2023-03-18T13:22:12.883Z,5a3376fb-9d89-4e76-82f8-ae8bc5186efd
2015,,,,,,,,,,,ef0e95d978d4f4f7a7142dea6ae25e13d9caa9a3,2023-03-18T13:22:12.883Z,92b1f954-3a10-49b9-b2f0-c70ce2398b6a
2016,,,,,,,,,,,6487e40e672962263bb1b9af33cb3e7530f39093,2023-03-18T13:22:12.883Z,ab38a757-3896-4df7-85e7-360aa5cb073e
2017,,,,,,,,,,,62deba5da51782011cf706cc9db07e0da482385c,2023-03-18T13:22:12.883Z,649cb265-75c8-4407-9f77-3108b3167c67
2018,,,,,,,,,,,4517020921a5a4d56dd47a645f8daba5785704f1,2023-03-18T13:22:12.883Z,086189fc-686a-4cae-a2f9-46a3790caf3d
2019,,,,,,,,,,,9b40d53dc449481fe56534c5a7b8e111fa528884,2023-03-18T13:22:12.883Z,193f7a44-0e77-4c0c-8550-1e6a545f6aa8
2020,,,,,,,,,,,48e909257275f8d7060f315f27bc1f39f294911c,2023-03-18T13:22:12.883Z,61d700b6-4895-4ce0-a17a-3be24cfa9d60
2021,,,,,,,,,,,eb28cc18151eced2f16964acc2bb3b25f7af7fcb,2023-03-18T13:22:12.883Z,5722520a-1c4d-4d11-a44d-20b7b040719c
2022,,,,,,,,,,,a1ffb08fdf3596a53b31dc087d999dbcb5dfb3c8,2023-03-18T13:22:12.883Z,3e298b49-4799-4735-a728-724a555d832d
2023,,,,,,,,,,,4127b1300b1f04a594766bc1b0c8302f420c18a6,2023-03-18T13:22:12.883Z,9b897129-5600-412b-88c0-7a7cb8e37c7a
2024,,,,,,,,,,,07229fb78923fde95fe2be64f1edb634e540bd67,2023-03-18T13:22:12.883Z,55e37606-ffcf-42eb-b552-941c797c7438
2025,,,,,,,,,,,f308308bca22ec99f93826a10073ebf792308fd8,2023-03-18T13:22:12.883Z,217af54f-5b12-4cc6-af26-43fe4c066a20
2026,,,,,,,,,,,eb94300a41ec9bdf7bd20c9523fb50e10d2d0729,2023-03-18T13:22:12.883Z,3dc1284c-9ede-4c1a-ab06-169d644caea0
2027,,,,,,,,,,,35a02cd71b21580b9c98f78256619b29a8f49766,2023-03-18T13:22:12.883Z,2b684c62-508b-4dd8-9171-f4ee9d64cfdb
2028,,,,,,,,,,,2b62357acfd2e04882a4d225a9ebd41f42b5cdac,2023-03-18T13:22:12.883Z,97468b67-f8d6-4208-832e-391123437d53
2029,,,,,,,,,,,ca121609ee139894c3173ab6506f58311d58b7cb,2023-03-18T13:22:12.883Z,ac31e054-ad56-49c2-873b-fcd825a8fe2d
2030,,,,,,,,,,,e0059083645d648b976ea5f0940929a76b806b67,2023-03-18T13:22:12.883Z,421fba0b-4df2-4c3b-8dff-4414cc00cc25
2031,,,,,,,,,,,229fff0a8eda15de5b2718114aed827a5675c440,2023-03-18T13:22:12.883Z,62a3bc8e-73d1-433b-b75c-715908ca81ef
2032,,,,,,,,,,,d55f0cf479f331b751da0007cc93adcb1e83bec8,2023-03-18T13:22:12.883Z,36a04f17-caa4-4f48-b3c1-ddcea98ef6b9
2033,,,,,,,,,,,c6dc46dcdba9a2ca81d509a1f82dcc0558265c85,2023-03-18T13:22:12.883Z,a42d6ef0-8bae-47c2-b933-7d34a9ebf6e1
2034,,,,,,,,,,,9ae5ca5a3dda268bed28c3f4008abd86dad9f4a3,2023-03-18T13:22:12.883Z,500ed286-9455-498a-bd62-5a354d5dcf03
2035,,,,,,,,,,,0bf05ca6dc7a9f2de29e7bf1555f985b98f709f5,2023-03-18T13:22:12.883Z,48416728-26c6-4b57-bdb0-b4345e9ec630
2036,,,,,,,,,,,089e85e80b9efb5c8d48e4decd292e73e7259565,2023-03-18T13:22:12.883Z,864940c1-ea1a-47fa-99dc-7ef038ac8412
2037,,,,,,,,,,,3d5eb37a44ebf0591d04fac6a067137ae7debf6c,2023-03-18T13:22:12.883Z,4b0c797c-d485-451c-b864-7b4c06edea28
2038,,,,,,,,,,,a26dba3ede407d90efd7bdee1da5b56cf8619701,2023-03-18T13:22:12.883Z,ce52f5ea-0be0-4c0f-b67a-7c748f561ba4
2039,,,,,,,,,,,ab88398c680c7f9e0d4183963108ac3909d030b3,2023-03-18T13:22:12.883Z,0cce9d96-07e2-43b1-b23e-e51f72df0b5f
2040,,,,,,,,,,,d45b5c89f54175894bcb7690d7d2fac8e138d7c7,2023-03-18T13:22:12.883Z,b4b07ec2-f4d4-4ad1-a336-72dfdc80d9c3
2041,,,,,,,,,,,4ff422f6c8b9661611173eeae35cf59e25c1bbd6,2023-03-18T13:22:12.883Z,289f9b73-4930-46dc-9ce6-74425963c4cb
1942,1778,5391278.01,4319299.54,1071978.47,,,,,2023-11-06T00:00:00.000Z,230611,6aead813c586b676abe7ec372da88d8d9617e594,2023-11-06T07:03:37.858Z,193c393b-9429-4bb3-91d4-cd2a27f494ed
2043,,,,,,,,,,,31a16ae739bc08374b404a45e0fbff833f62973d,2023-03-18T13:22:12.883Z,7b269797-64fc-45e9-a147-9a218f269482
2045,,,,,,,,,,,b8d817dea367333b272f3a3b2dac1d2586f2b194,2023-03-18T13:22:12.883Z,f75831ca-748d-4b74-bc76-d5918b9b46bb
2046,,,,,,,,,,,1c03db7699289f1a01c865616d57570087a178f2,2023-03-18T13:22:12.883Z,614c2faa-b3a0-4812-b745-6be345af09bb
2047,,,,,,,,,,,cb044f99b87b50e9c3d34ea0bbfaeac3895f1a7d,2023-03-18T13:22:12.883Z,b178888a-aea4-4f48-9801-9bb6f8cc556a
2048,,,,,,,,,,,ee104ee580d5cb7310bb01d7403ed21a5c4a49f5,2023-03-18T13:22:12.883Z,c108d5e0-ddcf-4d08-b093-9bf1054cb80e
2049,,,,,,,,,,,94f574d726c5c16d4dc34fc04cf74cbeca47377c,2023-03-18T13:22:12.883Z,bf9c28bc-33ee-4d7e-ac86-b4677a42f880
2050,,,,,,,,,,,bdcab90f244b91eacfecdccc30d5d083ce29e589,2023-03-18T13:22:12.883Z,6cf8f0a3-9dc3-498f-9965-83fce4f77c68
2051,,,,,,,,,,,ce57672afda674b48164fdace92e84e625310d5f,2023-03-18T13:22:12.883Z,b1c6ecdc-2aab-4bac-955a-135318aa350f
2052,,,,,,,,,,,70225301d45bdcb7c88d2b39fedfd77fe27e6950,2023-03-18T13:22:12.883Z,2bee00fd-1bef-495b-a53f-c875f5321cfa
2053,,,,,,,,,,,d3523b553a4249190125ada7b7323235db43b8f3,2023-03-18T13:22:12.883Z,d70668c4-a2a9-48d5-be12-1a2c962699a6
